a a a a a a a a a a a
1 0.48323461597114 4.80313014550439 5.07150934109323 4.49357309252298 3.40901988161796 10.5869791302395 13.2977783175383 16.3178283878518 32.5636935751052 1.89861378960280 11.1089197509806
2 -0.60244161810467 3.8136046842087 9.16497587390336 12.8922224106442 3.7773561437163 19.0683324304933 16.0800727536891 13.2454574943108 15.5768820447681 27.6439369417515 27.3857576845862
3 1.84849354205887 3.69947389840141 9.7298562347082 7.157761126598 15.7270456217107 13.6235716277934 2.45859069426615 13.5526896816908 25.3183925803998 18.2166342499844 8.11297823172608
4 0.32566249503933 3.97503514308565 8.89539438989492 10.4821577547459 11.7468402926112 11.7833517818441 17.8085758074105 22.5840936003408 13.8547822709490 24.9410798190766 24.2078838681745
5 1.98425518014674 7.35765644939567 1.65522612073707 13.2034154182379 13.6542639740589 15.6006280056066 -0.344045971838618 9.32837984816413 18.9898049193504 25.5460374917891 6.51560032086476
6 1.96425168069547 5.0941997560163 7.02256878799699 0.383830377941936 14.9955096503016 14.1771492609978 9.58137221877586 35.7298686649286 12.1985297245428 4.99590917951964 21.1013684959367
7 -0.39533828669357 5.53967891944239 9.51550123127174 17.4815633846643 10.5324613588790 4.90822328509408 25.5351983061279 21.4641799452134 29.2512792013619 31.4404052411773 14.8413573885042
8 0.925746798397905 6.309612200631 4.91417983115196 4.97562159087848 9.91942059472183 11.3348519042154 10.0892669525505 4.17896112614878 18.1218395375503 34.0591973791908 18.9171770928329
9 1.22509524198759 5.45710952887572 4.90817378607256 2.76492002906335 14.5624022580617 13.4206587672219 13.0492281281492 10.9535153208642 14.6015392723178 33.808810309311 16.8144060898324
10 2.04024279317139 2.76001055922642 6.50350572215984 12.6241673740077 13.802978001913 15.5208654692618 6.37017179098833 10.4274092917012 24.7591371013735 22.5926041734394 20.9442811989832
11 1.16424696345427 3.50648028381858 4.88383093947595 11.0314100074681 0.854403142586229 15.4971435914033 13.9873926140945 11.0488435311958 14.3449593313512 26.6473286302249 29.5605444977058
12 1.95118320052394 3.58673323046735 10.2953712120057 4.54962971696581 3.64517557375913 13.5547761093032 22.6060005766154 4.20607959921163 15.865027023268 15.9217224088995 26.1357372021635
13 -0.407085120768816 2.91168867390009 6.19771527724668 -1.41048852011588 5.92155495812074 20.5067976611825 19.9347633410238 18.7056161074627 9.48997167217778 34.4657537270848 28.7196936397420
14 1.82957589138600 3.74033457086759 13.0709861367116 9.66614949087473 5.86531062680809 9.35611863137131 18.4484959673446 11.7823602821166 10.5360611140850 6.59605207795511 20.4424554990653
